Block Address,Incident Number,Neighborhood,Occur 2hr Time,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,CasingsRecovered,X,Y
,21-0014,,0200 - 0400,1,2021,2021-01-01,FALSE,East,0,0,0,0,0
,21-0036,,1800 - 2000,1,2021,2021-01-12,TRUE,East,0,0,0,0,0
,21-0060,,1800 - 2000,1,2021,2021-01-19,FALSE,East,0,0,12,0,0
,21-0069,,0000 - 0200,1,2021,2021-01-23,TRUE,North,0,0,0,0,0
,21-0134,,1600 - 1800,2,2021,2021-02-13,TRUE,North,0,0,0,0,0
,21-0378,,1600 - 1800,5,2021,2021-05-10,TRUE,East,0,0,0,0,0
,21-0483,,2000 - 2200,6,2021,2021-06-06,TRUE,North,0,0,0,0,0
,21-0485,,0400 - 0600,6,2021,2021-06-08,TRUE,North,0,0,0,0,0
,21-0620,,2200 - 2400,7,2021,2021-07-09,FALSE,East,0,0,27,0,0
,21-0625,,0200 - 0400,7,2021,2021-07-11,TRUE,North,0,0,0,0,0
,21-0704,,1600 - 1800,7,2021,2021-07-23,TRUE,North,0,0,0,0,0
,21-0834,,2200 - 2400,8,2021,2021-08-25,TRUE,East,0,0,0,0,0
,21-1054,,0200 - 0400,10,2021,2021-10-21,TRUE,East,0,0,0,0,0
,21-1074,,0200 - 0400,10,2021,2021-10-24,TRUE,East,0,0,0,0,0
,21-1093,,0800 - 1000,10,2021,2021-10-28,FALSE,North,0,0,6,0,0
,21-1132,,1600 - 1800,11,2021,2021-11-07,TRUE,North,0,0,0,0,0
,21-1167,,1400 - 1600,11,2021,2021-11-18,TRUE,North,0,0,0,0,0
,21-1182,,0200 - 0400,11,2021,2021-11-25,TRUE,North,0,0,0,0,0
,21-1194,,1400 - 1600,11,2021,2021-11-21,TRUE,East,0,0,0,0,0
,21-1201,,1000 - 1200,11,2021,2021-11-30,FALSE,East,0,0,0,0,0
,21-1213,,2200 - 2400,12,2021,2021-12-01,FALSE,East,0,0,0,0,0
,21-1297,,1800 - 2000,12,2021,2021-12-22,TRUE,East,0,0,0,0,0
,21-1333,,0200 - 0400,10,2021,2021-10-21,TRUE,North,0,0,0,0,0
,21-1340,,1600 - 1800,4,2021,2021-04-10,FALSE,North,0,0,0,0,0
,22-0060,,0400 - 0600,1,2022,2022-01-20,FALSE,East,0,0,2,0,0
,22-0118,,2000 - 2200,2,2022,2022-02-01,TRUE,East,0,0,0,0,0
,22-0260,,1200 - 1400,3,2022,2022-03-03,TRUE,North,0,0,0,0,0
,22-0357,,2200 - 2400,3,2022,2022-03-23,TRUE,North,0,0,1,0,0
300 BLOCK OF SW LANE ST,19-0156,South Portland,2200 - 2400,5,2019,2019-05-23,FALSE,Central,0,0,0,0,0
300 BLOCK OF SW LANE ST,19-0448,South Portland,0000 - 0200,8,2019,2019-08-15,FALSE,Central,0,0,0,0,0
4000 BLOCK OF SW MACADAM AVE,20-0001,South Portland,0000 - 0200,1,2020,2020-01-01,FALSE,Central,0,0,41,0,0
5400 BLOCK OF NE 82ND AVE,21-0109,Sumner,0000 - 0200,2,2021,2021-02-02,FALSE,North,0,0,0,0,0
12400 BLOCK OF SW 19TH AVE,19-0358,Arnold Creek,1400 - 1600,11,2019,2019-11-04,FALSE,Central,45.43511748,-122.6974099,2,"7,638,107","652,401"
11300 BLOCK OF SW 64TH AVE,21-0022,Ashcreek,1800 - 2000,1,2021,2021-01-05,FALSE,Central,45.44349004,-122.7427173,16,"7,626,566","655,772"
11200 BLOCK OF SW 62ND AVE,20-0060,Ashcreek,0000 - 0200,2,2020,2020-02-03,FALSE,Central,45.44394399,-122.7409695,0,"7,627,019","655,925"
SW 62ND AVE / SW POMONA ST,19-0306,Ashcreek,1200 - 1400,9,2019,2019-09-18,FALSE,Central,45.44507599,-122.7406087,0,"7,627,123","656,335"
11300 BLOCK OF SW 66TH AVE,19-0298,Ashcreek,2200 - 2400,9,2019,2019-09-12,FALSE,Central,45.44611939,-122.7446413,3,"7,626,099","656,744"
10900 BLOCK OF SW CAPITOL HWY,19-0453,West Portland Park,2200 - 2400,9,2019,2019-09-21,FALSE,Central,45.44642204,-122.7258651,0,"7,630,919","656,721"
10700 BLOCK OF SW CAPITOL HWY,19-0086,West Portland Park,1200 - 1400,3,2019,2019-03-20,FALSE,Central,45.4479442,-122.7249073,1,"7,631,180","657,269"
10400 BLOCK OF SW BARBUR BLVD,20-0251,West Portland Park,0000 - 0200,6,2020,2020-06-21,TRUE,Central,45.45035296,-122.7277498,1,"7,630,475","658,167"
9800 BLOCK OF SW BARBUR BLVD,19-0276,Multnomah,1600 - 1800,8,2019,2019-08-27,FALSE,Central,45.45427592,-122.7191437,5,"7,632,722","659,536"
1700 BLOCK OF SW COLLINS CT,20-0154,Marshall Park,2200 - 2400,4,2020,2020-04-03,FALSE,Central,45.45602923,-122.6957466,1,"7,638,741","660,011"
4600 BLOCK OF SW WOOD PKWY,21-1204,Crestwood,1000 - 1200,11,2021,2021-11-28,FALSE,Central,45.45609772,-122.7224078,0,"7,631,903","660,223"
4000 BLOCK OF SW BRUGGER ST,21-1046,Multnomah,2200 - 2400,10,2021,2021-10-19,FALSE,Central,45.45613388,-122.7185535,5,"7,632,892","660,209"
1900 BLOCK OF SE OCHOCO ST,21-0487,Sellwood-Moreland,0000 - 0200,6,2021,2021-06-05,TRUE,Central,45.45872832,-122.6445633,0,"7,651,896","660,642"
SE 16TH AVE / SE LINN ST,19-0071,Sellwood-Moreland,0400 - 0600,3,2019,2019-03-10,FALSE,Central,45.45932794,-122.6490305,2,"7,650,756","660,891"
2000 BLOCK OF SE MARION ST,21-1148,Sellwood-Moreland,0000 - 0200,11,2021,2021-11-13,FALSE,Central,45.45998861,-122.6436323,10,"7,652,147","661,095"
SE CLATSOP ST / SE 147TH AVE,21-0571,Pleasant Valley,1200 - 1400,6,2021,2021-06-25,TRUE,East,45.46125725,-122.5118628,0,"7,685,957","660,688"
SE CLATSOP ST / SE DEARDORFF RD,20-0225,Pleasant Valley,2000 - 2200,6,2020,2020-06-03,FALSE,East,45.46127092,-122.5274581,5,"7,681,957","660,793"
14500 BLOCK OF SE CLATSOP ST,20-0382,,1600 - 1800,7,2020,2020-07-30,FALSE,East,45.46130175,-122.5132367,3,"7,685,605","660,713"
6100 BLOCK OF SE CLATSOP ST,21-1331,,2200 - 2400,12,2021,2021-12-02,FALSE,East,45.46140458,-122.6005841,0,"7,663,202","661,321"
6700 BLOCK OF SE CLATSOP ST,21-0187,Brentwood-Darlington,1800 - 2000,3,2021,2021-03-02,FALSE,East,45.46150499,-122.5940378,4,"7,664,882","661,314"
8700 BLOCK OF SW BARBUR CT,21-0729,Multnomah,2200 - 2400,8,2021,2021-08-03,FALSE,Central,45.46156198,-122.703692,30,"7,636,758","662,083"
5800 BLOCK OF SE HARNEY DR,21-0720,Brentwood-Darlington,2200 - 2400,8,2021,2021-08-02,TRUE,East,45.46182791,-122.6030872,4,"7,662,564","661,492"
8400 BLOCK OF SE 16TH AVE,22-0290,Sellwood-Moreland,1200 - 1400,3,2022,2022-03-02,FALSE,Central,45.46182867,-122.6489652,0,"7,650,797","661,802"
8500 BLOCK OF SE 72ND AVE,21-0871,Brentwood-Darlington,0200 - 0400,9,2021,2021-09-04,FALSE,East,45.461915,-122.5893041,0,"7,666,100","661,432"
8400 BLOCK OF SE 138TH DR,20-0269,Pleasant Valley,1600 - 1800,6,2020,2020-06-21,TRUE,East,45.46242669,-122.5235304,1,"7,682,975","661,189"
8300 BLOCK OF SE MCLOUGHLIN BLVD,21-0179,Sellwood-Moreland,2200 - 2400,2,2021,2021-02-27,TRUE,Central,45.46252712,-122.6388934,6,"7,653,387","661,988"
8400 BLOCK OF SE 77TH AVE,20-0638,Brentwood-Darlington,0000 - 0200,10,2020,2020-10-08,FALSE,East,45.46282231,-122.5843703,1,"7,667,374","661,730"
1800 BLOCK OF SE UMATILLA ST,19-0130,Sellwood-Moreland,2200 - 2400,5,2019,2019-05-02,TRUE,Central,45.46284745,-122.6455453,0,"7,651,684","662,150"
SE 23RD AVE / SE UMATILLA ST,21-1116,Sellwood-Moreland,1000 - 1200,11,2021,2021-11-04,FALSE,Central,45.46289874,-122.6414768,0,"7,652,728","662,141"
8500 BLOCK OF SE HARNEY ST,21-0127,Lents,2000 - 2200,2,2021,2021-02-08,FALSE,East,45.46320004,-122.5750307,0,"7,669,773","661,806"
8500 BLOCK OF SE HARNEY ST,21-0377,Lents,0000 - 0200,5,2021,2021-05-09,FALSE,East,45.46320004,-122.5750307,0,"7,669,773","661,806"
8500 BLOCK OF SE HARNEY ST,21-0379,Lents,0000 - 0200,5,2021,2021-05-09,TRUE,East,45.46320004,-122.5750307,2,"7,669,773","661,806"
8500 BLOCK OF SE HARNEY ST,21-0406,Lents,0000 - 0200,5,2021,2021-05-17,FALSE,East,45.46320004,-122.5750307,5,"7,669,773","661,806"
8900 BLOCK OF SE HARNEY CT,20-0815,Lents,1400 - 1600,11,2020,2020-11-19,FALSE,East,45.46340462,-122.5714512,0,"7,670,693","661,857"
14600 BLOCK OF SE TENINO ST,21-0800,Pleasant Valley,1200 - 1400,8,2021,2021-08-07,FALSE,East,45.46341541,-122.5123915,0,"7,685,841","661,478"
3300 BLOCK OF SW SPRING GARDEN ST,21-1137,Multnomah,1400 - 1600,11,2021,2021-11-07,FALSE,Central,45.46347743,-122.7112369,2,"7,634,842","662,834"
SE 9TH AVE / SE TENINO ST,20-0533,Sellwood-Moreland,2200 - 2400,8,2020,2020-08-31,FALSE,Central,45.46360999,-122.6569749,0,"7,648,760","662,506"
SE TENINO ST / SE 65TH AVE,20-0427,Brentwood-Darlington,0800 - 1000,8,2020,2020-08-13,FALSE,East,45.46415334,-122.5965528,5,"7,664,262","662,296"
SE TACOMA ST / SE 19TH AVE,20-0634,Sellwood-Moreland,2000 - 2200,9,2020,2020-09-30,FALSE,Central,45.46431626,-122.6450549,0,"7,651,824","662,682"
8100 BLOCK OF SE BUFORD LN,20-0494,Pleasant Valley,2000 - 2200,8,2020,2020-08-26,FALSE,East,45.4643327,-122.5262183,0,"7,682,303","661,901"
8300 BLOCK OF SW 6TH AVE,20-0764,South Burlingame,1800 - 2000,11,2020,2020-11-16,FALSE,Central,45.46448747,-122.6844228,0,"7,641,729","663,015"
SE 92ND AVE / SE CRYSTAL SPRINGS BLVD,21-0424,Lents,0200 - 0400,5,2021,2021-05-22,FALSE,East,45.46470998,-122.568594,4,"7,671,438","662,314"
8300 BLOCK OF SW BARBUR BLVD,20-0309,Multnomah,2000 - 2200,7,2020,2020-07-09,TRUE,Central,45.46485513,-122.6992225,6,"7,637,937","663,252"
8300 BLOCK OF SW BARBUR BLVD,22-0160,Multnomah,2000 - 2200,2,2022,2022-02-09,FALSE,Central,45.46485513,-122.6992225,23,"7,637,937","663,252"
4800 BLOCK OF SE TENINO CT,21-0181,Brentwood-Darlington,1400 - 1600,3,2021,2021-03-01,FALSE,East,45.46487246,-122.6132945,0,"7,659,975","662,670"
400 BLOCK OF SE SPOKANE ST,22-0349,Sellwood-Moreland,0200 - 0400,3,2022,2022-03-18,FALSE,Central,45.46499741,-122.6613984,0,"7,647,639","663,042"
7700 BLOCK OF SE CRYSTAL SPRINGS BLVD,21-0190,Brentwood-Darlington,1800 - 2000,3,2021,2021-03-02,FALSE,East,45.46512401,-122.5839284,0,"7,667,509","662,566"
2100 BLOCK OF SW MULTNOMAH BLVD,20-0524,Multnomah,2000 - 2200,9,2020,2020-09-07,FALSE,Central,45.46530954,-122.6995637,1,"7,637,854","663,420"
7900 BLOCK OF SE 89TH AVE,22-0333,Lents,1000 - 1200,3,2022,2022-03-19,FALSE,East,45.46560074,-122.5718392,0,"7,670,614","662,660"
8100 BLOCK OF SW RUBY TER,21-0578,South Burlingame,1800 - 2000,6,2021,2021-06-29,FALSE,Central,45.46562106,-122.6818032,0,"7,642,412","663,410"
2100 BLOCK OF SE NEHALEM ST,20-0153,Sellwood-Moreland,1200 - 1400,4,2020,2020-04-17,FALSE,Central,45.46578478,-122.6426695,0,"7,652,450","663,201"
6000 BLOCK OF SE NEHALEM ST,21-1342,Brentwood-Darlington,1400 - 1600,4,2021,2021-04-07,FALSE,East,45.4658896,-122.6015297,0,"7,663,002","662,962"
5300 BLOCK OF SE FLAVEL DR,20-0473,Brentwood-Darlington,1400 - 1600,8,2020,2020-08-25,TRUE,East,45.46608347,-122.6078651,6,"7,661,379","663,075"
700 BLOCK OF SE MILLER ST,19-0308,Sellwood-Moreland,1800 - 2000,9,2019,2019-09-19,FALSE,Central,45.46642111,-122.658497,1,"7,648,397","663,541"
SE 60TH AVE / SE LEXINGTON ST,22-0268,Brentwood-Darlington,2200 - 2400,3,2022,2022-03-05,FALSE,East,45.46654718,-122.6021779,6,"7,662,842","663,206"
8000 BLOCK OF SE LAMBERT ST,20-0319,Brentwood-Darlington,2200 - 2400,7,2020,2020-07-12,FALSE,East,45.46683527,-122.5809459,15,"7,668,290","663,170"
7700 BLOCK OF SE 92ND AVE,21-1232,Lents,2200 - 2400,12,2021,2021-12-05,FALSE,East,45.46688994,-122.5686616,2,"7,671,441","663,109"
3800 BLOCK OF SE LAMBERT ST,21-0674,Eastmoreland,1400 - 1600,7,2021,2021-07-23,FALSE,Central,45.46711376,-122.6229738,6,"7,657,514","663,552"
8600 BLOCK OF SE MALDEN CT,20-0410,Lents,0200 - 0400,8,2020,2020-08-07,FALSE,East,45.46749177,-122.5745362,0,"7,669,940","663,367"
7600 BLOCK OF SE 82ND AVE,21-0613,Lents,1200 - 1400,7,2021,2021-07-08,TRUE,East,45.46765557,-122.5789795,0,"7,668,802","663,456"
7600 BLOCK OF SE 82ND AVE,21-1041,Lents,1800 - 2000,10,2021,2021-10-17,FALSE,East,45.46765557,-122.5789795,0,"7,668,802","663,456"
7600 BLOCK OF SE 82ND AVE,21-1334,Lents,1000 - 1200,10,2021,2021-10-18,FALSE,East,45.46765557,-122.5789795,0,"7,668,802","663,456"
SE MT SCOTT BLVD / SE 92ND AVE,22-0127,Lents,1400 - 1600,2,2022,2022-02-01,FALSE,East,45.46773652,-122.5685755,0,"7,671,471","663,417"
10500 BLOCK OF SE REX ST,22-0141,Lents,1200 - 1400,2,2022,2022-02-07,FALSE,East,45.46785699,-122.5551471,1,"7,674,916","663,373"
SE 23RD AVE / SE LAMBERT ST,20-0799,Sellwood-Moreland,0600 - 0800,11,2020,2020-11-28,FALSE,Central,45.46829172,-122.6415357,2,"7,652,765","664,107"
11200 BLOCK OF SE FLAVEL ST,21-0402,Pleasant Valley,1000 - 1200,4,2021,2021-04-29,FALSE,East,45.46830337,-122.5475169,0,"7,676,877","663,486"
7500 BLOCK OF SE 82ND AVE,19-0266,Brentwood-Darlington,0200 - 0400,8,2019,2019-08-22,TRUE,East,45.46832822,-122.5791055,1,"7,668,776","663,702"
7500 BLOCK OF SE 82ND AVE,21-0579,Brentwood-Darlington,0600 - 0800,6,2021,2021-06-30,FALSE,East,45.46832822,-122.5791055,3,"7,668,776","663,702"
7500 BLOCK OF SE 82ND AVE,21-0903,Brentwood-Darlington,0200 - 0400,9,2021,2021-09-14,FALSE,East,45.46832822,-122.5791055,1,"7,668,776","663,702"
SE FLAVEL ST / SE 92ND AVE,20-0817,Lents,1800 - 2000,11,2020,2020-11-30,TRUE,East,45.46843076,-122.5685696,0,"7,671,479","663,670"
SE FLAVEL ST / SE 92ND AVE,21-1134,Lents,1800 - 2000,11,2021,2021-11-07,TRUE,East,45.46843076,-122.5685696,2,"7,671,479","663,670"
9000 BLOCK OF SE FLAVEL ST,19-0041,Lents,1600 - 1800,2,2019,2019-02-07,FALSE,East,45.46843191,-122.5703321,1,"7,671,027","663,682"
8800 BLOCK OF SE FLAVEL ST,19-0129,Lents,0200 - 0400,5,2019,2019-05-02,FALSE,East,45.46846404,-122.572201,2,"7,670,548","663,706"
SE FLAVEL ST / SPRINGWATER TRAIL CORR,21-0332,Lents,1400 - 1600,4,2021,2021-04-13,FALSE,East,45.46850987,-122.5723976,1,"7,670,498","663,724"
SE FLAVEL ST / SE 86TH AVE,22-0369,Lents,0600 - 0800,3,2022,2022-03-26,TRUE,East,45.46857204,-122.5748798,1,"7,669,862","663,763"
7300 BLOCK OF SE FLAVEL ST,21-0412,Brentwood-Darlington,0800 - 1000,5,2021,2021-05-17,FALSE,East,45.46861005,-122.5877644,0,"7,666,558","663,862"
SE 72ND AVE / SE FLAVEL ST,20-0170,Brentwood-Darlington,0200 - 0400,4,2020,2020-04-30,FALSE,East,45.46864974,-122.5893529,0,"7,666,151","663,887"
8400 BLOCK OF SE FLAVEL ST,20-0314,Lents,0200 - 0400,7,2020,2020-07-11,FALSE,East,45.46866139,-122.5767664,10,"7,669,379","663,808"
8400 BLOCK OF SE FLAVEL ST,20-0960,Lents,0200 - 0400,7,2020,2020-07-11,FALSE,East,45.46866139,-122.5767664,0,"7,669,379","663,808"
6500 BLOCK OF SE FLAVEL ST,21-0730,Brentwood-Darlington,0200 - 0400,8,2021,2021-08-04,FALSE,East,45.46868195,-122.596014,0,"7,664,443","663,943"
7400 BLOCK OF SE 86TH AVE,20-0292,Lents,1000 - 1200,7,2020,2020-07-05,FALSE,East,45.46901811,-122.5749429,0,"7,669,850","663,926"
7400 BLOCK OF SE 66TH AVE,21-0451,Brentwood-Darlington,1200 - 1400,5,2021,2021-05-30,FALSE,East,45.46903823,-122.5951342,1,"7,664,672","664,067"
7400 BLOCK OF SE 85TH AVE,21-0658,Lents,0000 - 0200,7,2021,2021-07-20,FALSE,East,45.46904317,-122.5758328,5,"7,669,622","663,941"
7400 BLOCK OF SE 85TH AVE,21-0498,Lents,2200 - 2400,6,2021,2021-06-09,TRUE,East,45.46904366,-122.5759576,2,"7,669,590","663,942"
8700 BLOCK OF SE HENDERSON ST,21-0656,Lents,1400 - 1600,7,2021,2021-07-19,TRUE,East,45.46904853,-122.5728033,5,"7,670,399","663,923"
7400 BLOCK OF SE 84TH AVE,20-0310,Lents,1200 - 1400,7,2020,2020-07-10,TRUE,East,45.46906801,-122.5768866,0,"7,669,352","663,957"
7400 BLOCK OF SE 83RD AVE,21-0423,Lents,0200 - 0400,5,2021,2021-05-21,FALSE,East,45.46909291,-122.5779364,8,"7,669,083","663,973"
7300 BLOCK OF SE 57TH AVE,19-0032,Brentwood-Darlington,0000 - 0200,1,2019,2019-01-31,TRUE,East,45.46967487,-122.6047268,1,"7,662,218","664,363"
7300 BLOCK OF SE 84TH AVE,22-0122,Lents,1800 - 2000,1,2022,2022-01-30,FALSE,East,45.46997893,-122.5768847,3,"7,669,361","664,289"
7600 BLOCK OF SE HENDERSON ST,21-0907,Brentwood-Darlington,2200 - 2400,9,2021,2021-09-11,FALSE,East,45.46999299,-122.5850388,0,"7,667,270","664,348"
8100 BLOCK OF SE HENDERSON ST,21-0122,Brentwood-Darlington,2000 - 2200,2,2021,2021-02-08,FALSE,East,45.47008176,-122.5795401,7,"7,668,681","664,344"
7300 BLOCK OF SE 72ND AVE,20-0279,Brentwood-Darlington,0400 - 0600,7,2020,2020-07-02,FALSE,East,45.47019337,-122.5894096,0,"7,666,151","664,450"
7200 BLOCK OF SE 83RD AVE,20-0230,Lents,2200 - 2400,6,2020,2020-06-06,FALSE,East,45.47074495,-122.578067,7,"7,669,065","664,576"
7500 BLOCK OF SE OGDEN ST,19-0218,Brentwood-Darlington,2200 - 2400,7,2019,2019-07-15,FALSE,East,45.47094456,-122.5859706,0,"7,667,040","664,701"
8000 BLOCK OF SE OGDEN ST,22-0087,Brentwood-Darlington,1800 - 2000,1,2022,2022-01-27,FALSE,East,45.4709637,-122.5805316,0,"7,668,435","664,672"
SE 78TH AVE / SE OGDEN ST,22-0228,Brentwood-Darlington,1800 - 2000,2,2022,2022-02-23,FALSE,East,45.47099602,-122.5829855,3,"7,667,806","664,700"
SE OGDEN ST / SE 67TH AVE,21-0933,Brentwood-Darlington,0200 - 0400,9,2021,2021-09-21,FALSE,East,45.47107692,-122.5942228,13,"7,664,925","664,804"
7100 BLOCK OF SE 66TH AVE,22-0070,Brentwood-Darlington,0000 - 0200,1,2022,2022-01-24,FALSE,East,45.4713653,-122.595259,9,"7,664,662","664,916"
7000 BLOCK OF SE 72ND AVE,20-0243,Brentwood-Darlington,0000 - 0200,6,2020,2020-06-16,FALSE,East,45.47204482,-122.5892866,20,"7,666,200","665,124"
SE BYBEE BLVD / SE 84TH AVE,22-0215,Lents,2200 - 2400,2,2022,2022-02-21,TRUE,East,45.47221856,-122.57699,29,"7,669,355","665,106"
9400 BLOCK OF SE COOPER ST,21-0850,Lents,1200 - 1400,8,2021,2021-08-31,FALSE,East,45.47293157,-122.5666705,13,"7,672,008","665,298"
9300 BLOCK OF SE COOPER ST,21-0353,Lents,0400 - 0600,5,2021,2021-05-01,FALSE,East,45.47293349,-122.5673257,2,"7,671,840","665,303"
1600 BLOCK OF SE RURAL ST,20-0014,Sellwood-Moreland,0000 - 0200,1,2020,2020-01-04,FALSE,East,45.47295621,-122.6493041,5,"7,650,818","665,860"
6800 BLOCK OF SE 72ND AVE,21-0345,Brentwood-Darlington,1400 - 1600,4,2021,2021-04-25,TRUE,East,45.47343103,-122.5894,0,"7,666,184","665,630"
6800 BLOCK OF SE 47TH AVE,20-0042,Brentwood-Darlington,2200 - 2400,1,2020,2020-01-23,FALSE,East,45.47347416,-122.6146166,2,"7,659,718","665,814"
8000 BLOCK OF SE COOPER ST,19-0315,Brentwood-Darlington,0200 - 0400,9,2019,2019-09-21,FALSE,East,45.47347978,-122.5812789,1,"7,668,267","665,594"
6700 BLOCK OF SE 66TH AVE,21-0163,Brentwood-Darlington,0200 - 0400,2,2021,2021-02-26,FALSE,East,45.47385381,-122.5952572,8,"7,664,686","665,823"
5900 BLOCK OF SW TEXAS ST,22-0318,Maplewood,0800 - 1000,3,2022,2022-03-13,FALSE,Central,45.47387434,-122.7380939,0,"7,628,059","666,813"
9600 BLOCK OF SE GLENWOOD ST,21-1243,Lents,1800 - 2000,12,2021,2021-12-06,FALSE,East,45.47391316,-122.5642651,2,"7,672,634","665,640"
SE 86TH AVE / SE GLENWOOD ST,21-0326,Lents,2000 - 2200,4,2021,2021-04-17,FALSE,East,45.47396905,-122.5748624,4,"7,669,917","665,730"
6600 BLOCK OF SE 96TH AVE,20-0668,Lents,1800 - 2000,10,2020,2020-10-16,FALSE,East,45.47421344,-122.5646542,4,"7,672,537","665,752"
6600 BLOCK OF SE 87TH AVE,20-0613,Lents,2200 - 2400,9,2020,2020-09-29,FALSE,East,45.4743923,-122.5739107,3,"7,670,165","665,878"
16200 BLOCK OF SE FOSTER RD,19-0437,Pleasant Valley,2000 - 2200,2,2019,2019-02-26,FALSE,East,45.47470367,-122.4973956,0,"7,689,789","665,497"
6600 BLOCK OF SE 72ND AVE,20-0905,Brentwood-Darlington,2200 - 2400,12,2020,2020-12-26,FALSE,East,45.47485159,-122.5892845,18,"7,666,227","666,147"
6500 BLOCK OF SE 128TH AVE,22-0016,Pleasant Valley,1400 - 1600,1,2022,2022-01-06,TRUE,East,45.47492119,-122.5320592,1,"7,680,902","665,798"
6500 BLOCK OF SE 96TH AVE,21-0595,Lents,0000 - 0200,7,2021,2021-07-05,FALSE,East,45.47492132,-122.5646526,0,"7,672,544","666,010"
6700 BLOCK OF SW 26TH AVE,21-0575,Multnomah,0000 - 0200,6,2021,2021-06-29,FALSE,Central,45.47520182,-122.7039401,29,"7,636,830","667,056"
6500 BLOCK OF SE 138TH PL,21-0262,Pleasant Valley,2000 - 2200,3,2021,2021-03-27,FALSE,East,45.47563996,-122.5218053,0,"7,683,538","665,994"
SE DUKE ST / SE 78TH AVE,22-0380,Brentwood-Darlington,1400 - 1600,3,2022,2022-03-28,FALSE,East,45.47587637,-122.5830162,12,"7,667,844","666,479"
SE DUKE ST / SE 72ND AVE,19-0362,Mt Scott-Arleta,2000 - 2200,11,2019,2019-11-09,FALSE,East,45.47588482,-122.5893459,4,"7,666,221","666,524"
SE DUKE ST / SE 72ND AVE,20-0203,Mt Scott-Arleta,2000 - 2200,5,2020,2020-05-24,FALSE,East,45.47588482,-122.5893459,4,"7,666,221","666,524"
11000 BLOCK OF SE FOSTER RD,21-0212,Lents,1400 - 1600,3,2021,2021-03-08,TRUE,East,45.4759586,-122.5497894,0,"7,676,365","666,291"
2000 BLOCK OF SW VERMONT ST,20-0566,Hillsdale,2200 - 2400,8,2020,2020-08-31,FALSE,Central,45.4759938,-122.6994118,0,"7,637,999","667,313"
SE FOSTER RD / SE 110TH DR,21-0509,Lents,1000 - 1200,6,2021,2021-06-14,TRUE,East,45.47604275,-122.549379,0,"7,676,471","666,319"
SE FOSTER RD / SE 111TH AVE,20-0274,Powellhurst-Gilbert,0000 - 0200,6,2020,2020-06-29,FALSE,East,45.47604275,-122.549379,0,"7,676,471","666,319"
SE FOSTER RD / SE 111TH AVE,20-0508,Powellhurst-Gilbert,0000 - 0200,9,2020,2020-09-02,FALSE,East,45.47604275,-122.549379,0,"7,676,471","666,319"
